srcplate384	srcwell384	srcplate96	srcwell96	mass	destplate1	destwell1	destplate2	destwell2	destplate3	destwell3	destplate4	destwell4	destplate5	destwell5	destplate6	destwell6	destplate7	destwell7	destplate8	destwell8	destplate9	destwell9	destplate10	destwell10
CDIQ0445	F18	CDIV0448	C09	427.2042	V64A	B05	V64A	I05	V64A	H14	V64A	E18	V64A	D22	V64B	J02	V64B	C09	V64B	D16	V64B	E22	RF	1
CDIQ0445	H18	CDIV0448	D09	323.1416	V64A	K01	V64A	G10	V64A	N14	V64A	I16	V64A	M24	V64B	L06	V64B	F09	V64B	N16	V64B	B19	RH	1
CDIQ0445	J18	CDIV0448	E09	457.2511	V64A	F06	V64A	G08	V64A	K11	V64A	L19	V64A	H23	V64B	J04	V64B	L07	V64B	F15	V64B	J20	RJ	1
CDIQ0445	L18	CDIV0448	F09	487.2253	V64A	A01	V64A	E10	V64A	P14	V64A	O18	V64A	M22	V64B	J06	V64B	I10	V64B	A15	V64B	N17	RL	1
CDIQ0445	N18	CDIV0448	G09	448.2620	V64A	E01	V64A	B08	V64A	B13	V64A	J16	V64A	K24	V64B	I02	V64B	A11	V64B	B14	V64B	A22	RN	1
CDIQ0445	P18	CDIV0448	H09	468.2307	V64A	C06	V64A	P07	V64A	A11	V64A	C20	V64A	L24	V64B	C04	V64B	P08	V64B	N13	V64B	C17	RP	1
CDIQ0445	A19	CDIV0445	A10	463.2406	V64A	E04	V64A	C10	V64A	A11	V64A	I15	V64B	A02	V64B	J03	V64B	P07	V64B	C16	V64B	B22	RA	1
CDIQ0445	C19	CDIV0445	B10	382.1463	V64A	J02	V64A	J09	V64A	B12	V64A	G18	V64A	C21	V64B	H04	V64B	L08	V64B	K14	V64B	L20	RC	1
CDIQ0445	E19	CDIV0445	C10	471.2093	V64A	B04	V64A	E10	V64A	J13	V64A	N20	V64A	G22	V64B	K06	V64B	I08	V64B	M12	V64B	P19	RE	1
CDIQ0445	G19	CDIV0445	D10	463.2406	V64A	I04	V64A	E09	V64A	I11	V64A	G19	V64A	N22	V64B	P05	V64B	C10	V64B	O13	V64B	O19	RG	1
CDIQ0445	I19	CDIV0445	E10	458.1889	V64A	L03	V64A	M08	V64A	D11	V64A	E17	V64B	B01	V64B	C03	V64B	E12	V64B	I15	V64B	C17	RI	1
CDIQ0445	K19	CDIV0445	F10	409.1936	V64A	C03	V64A	D10	V64A	C15	V64A	I19	V64B	G01	V64B	C03	V64B	H09	V64B	I14	V64B	B18	RK	1
CDIQ0445	M19	CDIV0445	G10	467.1991	V64A	C06	V64A	C09	V64A	M11	V64A	O16	V64B	F02	V64B	K03	V64B	O10	V64B	N15	V64B	G22	RM	1
CDIQ0445	O19	CDIV0445	H10	403.1467	V64A	P01	V64A	C08	V64A	H15	V64A	F17	V64A	G21	V64B	M03	V64B	H11	V64B	E15	V64B	E21	RO	1
CDIQ0445	B19	CDIV0447	A10	425.1699	V64A	H03	V64A	N07	V64A	H15	V64A	O18	V64A	A22	V64B	B05	V64B	F11	V64B	J16	V64B	A18	RB	1
CDIQ0445	D19	CDIV0447	B10	454.1965	V64A	B06	V64A	H10	V64A	E14	V64A	F18	V64A	D23	V64B	O05	V64B	L07	V64B	E14	V64B	H19	RD	1
CDIQ0445	F19	CDIV0447	C10	390.1440	V64A	K03	V64A	M08	V64A	M13	V64A	B18	V64A	L22	V64B	I05	V64B	G09	V64B	N13	V64B	E20	RF	1
CDIQ0445	H19	CDIV0447	D10	437.1255	V64A	J04	V64A	P06	V64A	A14	V64A	L20	V64A	H22	V64B	P06	V64B	B09	V64B	M13	V64B	E18	RH	1
CDIQ0445	J19	CDIV0447	E10	395.1957	V64A	K04	V64A	N09	V64A	E16	V64A	J20	V64A	K22	V64B	D05	V64B	K07	V64B	C16	V64B	G17	RJ	1
CDIQ0445	L19	CDIV0447	F10	403.1644	V64A	H06	V64A	L08	V64A	J14	V64A	A20	V64B	F02	V64B	N04	V64B	C07	V64B	E16	V64B	P20	RL	1
CDIQ0445	N19	CDIV0447	G10	424.1859	V64A	L03	V64A	K07	V64A	H16	V64A	P15	V64A	D21	V64B	B06	V64B	C08	V64B	L16	V64B	O17	RN	1
CDIQ0445	P19	CDIV0447	H10	357.1437	V64A	M01	V64A	J07	V64A	F11	V64A	D20	V64A	M23	V64B	A03	V64B	C07	V64B	M11	V64B	C19	RP	1
CDIQ0445	A20	CDIV0446	A10	358.1715	V64A	J01	V64A	O09	V64A	G16	V64A	P16	V64A	D22	V64B	P06	V64B	A10	V64B	D13	V64B	I19	RA	1
CDIQ0445	C20	CDIV0446	B10	398.1664	V64A	K03	V64A	L08	V64A	G12	V64A	K20	V64A	K21	V64B	C06	V64B	E08	V64B	J14	V64B	F20	RC	1
CDIQ0445	E20	CDIV0446	C10	448.0456	V64A	B02	V64A	G09	V64A	H14	V64A	D18	V64A	K22	V64B	A03	V64B	M09	V64B	P12	V64B	B19	RE	1
CDIQ0445	G20	CDIV0446	D10	386.0856	V64A	H04	V64A	N06	V64A	C16	V64A	L17	V64B	G02	V64B	I04	V64B	G09	V64B	B15	V64B	A18	RG	1
CDIQ0445	I20	CDIV0446	E10	364.1012	V64A	I01	V64A	M10	V64A	G12	V64A	J15	V64A	L21	V64B	E04	V64B	F12	V64B	P14	V64B	G22	RI	1
CDIQ0445	K20	CDIV0446	F10	388.1012	V64A	P02	V64A	J06	V64A	M12	V64A	P17	V64A	C21	V64B	H05	V64B	P07	V64B	O14	V64B	E21	RK	1
CDIQ0445	M20	CDIV0446	G10	414.1169	V64A	M03	V64A	I07	V64A	L11	V64A	E20	V64A	D21	V64B	A05	V64B	O10	V64B	N15	V64B	A19	RM	1
CDIQ0445	O20	CDIV0446	H10	419.0707	V64A	F06	V64A	P05	V64A	E12	V64A	A20	V64B	B01	V64B	B05	V64B	F12	V64B	P16	V64B	A20	RO	1
CDIQ0445	B20	CDIV0448	A10	484.2620	V64A	D02	V64A	J07	V64A	E12	V64A	N20	V64A	J23	V64B	I05	V64B	K08	V64B	K11	V64B	B20	RB	1
CDIQ0445	D20	CDIV0448	B10	457.1784	V64A	O03	V64A	D09	V64A	I14	V64A	N17	V64A	C22	V64B	F04	V64B	K07	V64B	H15	V64B	O17	RD	1
CDIQ0445	F20	CDIV0448	C10	443.1991	V64A	N02	V64A	A10	V64A	G15	V64A	B20	V64A	B24	V64B	L06	V64B	I08	V64B	A15	V64B	J19	RF	1
CDIQ0445	H20	CDIV0448	D10	493.0783	V64A	H01	V64A	K06	V64A	H13	V64A	I18	V64A	J23	V64B	E03	V64B	G10	V64B	H13	V64B	O18	RH	1
CDIQ0445	J20	CDIV0448	E10	391.2042	V64A	B01	V64A	M05	V64A	H11	V64A	J19	V64A	M21	V64B	N03	V64B	J10	V64B	O11	V64B	P17	RJ	1
CDIQ0445	L20	CDIV0448	F10	386.1525	V64A	B04	V64A	K08	V64A	E14	V64A	D20	V64A	O23	V64B	J03	V64B	L08	V64B	P11	V64B	H19	RL	1
CDIQ0445	N20	CDIV0448	G10	351.1729	V64A	N01	V64A	N07	V64A	A12	V64A	O16	V64A	A24	V64B	N05	V64B	P10	V64B	I12	V64B	E19	RN	1
CDIQ0445	P20	CDIV0448	H10	337.1572	V64A	E02	V64A	B08	V64A	F13	V64A	N17	V64A	L21	V64B	K02	V64B	E11	V64B	H16	V64B	O19	RP	1
CDIQ0445	A21	CDIV0445	A11	403.1467	V64A	F03	V64A	M08	V64A	C15	V64A	O17	V64B	A02	V64B	K05	V64B	D10	V64B	L11	V64B	M18	RA	1
CDIQ0445	C21	CDIV0445	B11	368.1671	V64A	E06	V64A	I09	V64A	O13	V64A	E17	V64A	P21	V64B	L02	V64B	M09	V64B	O11	V64B	O17	RC	1
CDIQ0445	E21	CDIV0445	C11	408.1984	V64A	F05	V64A	D08	V64A	G14	V64A	J17	V64A	H24	V64B	N06	V64B	F07	V64B	D14	V64B	A21	RE	1
CDIQ0445	G21	CDIV0445	D11	383.1780	V64A	E05	V64A	L09	V64A	H14	V64A	L20	V64B	E01	V64B	B04	V64B	I09	V64B	I12	V64B	H20	RG	1
CDIQ0445	I21	CDIV0445	E11	416.1671	V64A	N04	V64A	B10	V64A	C11	V64A	F18	V64A	H24	V64B	N05	V64B	O09	V64B	H16	V64B	B22	RI	1
CDIQ0445	K21	CDIV0445	F11	446.1413	V64A	E03	V64A	A07	V64A	A12	V64A	P20	V64A	I24	V64B	N01	V64B	L07	V64B	O14	V64B	C17	RK	1
CDIQ0445	M21	CDIV0445	G11	354.1514	V64A	D02	V64A	L06	V64A	B12	V64A	O20	V64A	D23	V64B	H03	V64B	C08	V64B	I15	V64B	B19	RM	1
CDIQ0445	O21	CDIV0445	H11	416.1671	V64A	P04	V64A	L09	V64A	N11	V64A	O15	V64B	A01	V64B	N04	V64B	L08	V64B	M14	V64B	P18	RO	1
CDIQ0445	B21	CDIV0447	A11	429.1801	V64A	O03	V64A	N08	V64A	G16	V64A	H18	V64A	D24	V64B	H04	V64B	H08	V64B	O12	V64B	J18	RB	1
CDIQ0445	D21	CDIV0447	B11	407.1957	V64A	N04	V64A	K09	V64A	B11	V64A	I18	V64A	E22	V64B	K03	V64B	O08	V64B	D15	V64B	A19	RD	1
CDIQ0445	F21	CDIV0447	C11	431.1957	V64A	K03	V64A	I09	V64A	J13	V64A	A20	V64A	E22	V64B	P04	V64B	J08	V64B	G16	V64B	N18	RF	1
CDIQ0445	H21	CDIV0447	D11	412.1859	V64A	F04	V64A	K06	V64A	C16	V64A	B18	V64A	E22	V64B	M06	V64B	B12	V64B	P15	V64B	H22	RH	1
CDIQ0445	J21	CDIV0447	E11	461.2427	V64A	C04	V64A	P06	V64A	O14	V64A	O17	V64A	I23	V64B	I06	V64B	E12	V64B	N13	V64B	E19	RJ	1
CDIQ0445	L21	CDIV0447	F11	497.0699	V64A	B03	V64A	K07	V64A	G12	V64A	E20	V64B	C01	V64B	L04	V64B	F12	V64B	E15	V64B	H21	RL	1
CDIQ0445	N21	CDIV0447	G11	379.1103	V64A	A03	V64A	L05	V64A	N12	V64A	P18	V64A	L24	V64B	N04	V64B	G09	V64B	K16	V64B	F21	RN	1
CDIQ0445	P21	CDIV0447	H11	416.1267	V64A	C01	V64A	I05	V64A	I13	V64A	K17	V64A	A23	V64B	N04	V64B	C07	V64B	H14	V64B	H22	RP	1
CDIQ0445	A22	CDIV0446	A11	390.0805	V64A	O01	V64A	C10	V64A	N11	V64A	K20	V64A	I24	V64B	M04	V64B	C12	V64B	P14	V64B	B22	RA	1
CDIQ0445	C22	CDIV0446	B11	414.1977	V64A	L03	V64A	K08	V64A	A15	V64A	I16	V64A	N23	V64B	M06	V64B	G11	V64B	I14	V64B	J17	RC	1
CDIQ0445	E22	CDIV0446	C11	410.1664	V64A	G06	V64A	K09	V64A	F14	V64A	L15	V64A	M21	V64B	I05	V64B	D07	V64B	L12	V64B	B22	RE	1
CDIQ0445	G22	CDIV0446	D11	415.1202	V64A	P01	V64A	K08	V64A	E14	V64A	M19	V64B	A01	V64B	C06	V64B	A09	V64B	H15	V64B	F20	RG	1
CDIQ0445	I22	CDIV0446	E11	396.0507	V64A	J01	V64A	J05	V64A	F15	V64A	A20	V64A	G21	V64B	G03	V64B	L07	V64B	L13	V64B	F20	RI	1
CDIQ0445	K22	CDIV0446	F11	454.8939	V64A	H06	V64A	G08	V64A	G16	V64A	J18	V64A	I24	V64B	I04	V64B	F08	V64B	E13	V64B	D21	RK	1
CDIQ0445	M22	CDIV0446	G11	462.0977	V64A	M02	V64A	C07	V64A	G11	V64A	O15	V64A	N23	V64B	P02	V64B	J07	V64B	K15	V64B	M19	RM	1
CDIQ0445	O22	CDIV0446	H11	426.0249	V64A	E06	V64A	D07	V64A	N13	V64A	I20	V64A	L22	V64B	B05	V64B	F12	V64B	G15	V64B	A19	RO	1
CDIQ0445	B22	CDIV0448	A11	425.1885	V64A	J03	V64A	H10	V64A	B13	V64A	G18	V64A	E21	V64B	O02	V64B	E10	V64B	A14	V64B	M20	RB	1
CDIQ0445	D22	CDIV0448	B11	448.2620	V64A	H05	V64A	K08	V64A	C12	V64A	M18	V64A	I23	V64B	O01	V64B	G12	V64B	H15	V64B	H22	RD	1
CDIQ0445	F22	CDIV0448	C11	459.1940	V64A	I01	V64A	O07	V64A	D12	V64A	E18	V64A	I23	V64B	K01	V64B	G07	V64B	N12	V64B	I18	RF	1
CDIQ0445	H22	CDIV0448	D11	463.0678	V64A	A05	V64A	N05	V64A	F15	V64A	A18	V64A	F21	V64B	I06	V64B	A08	V64B	I15	V64B	B21	RH	1
CDIQ0445	J22	CDIV0448	E11	399.1729	V64A	C01	V64A	N08	V64A	J12	V64A	K18	V64B	H01	V64B	F05	V64B	P10	V64B	M16	V64B	N20	RJ	1
CDIQ0445	L22	CDIV0448	F11	377.1885	V64A	F06	V64A	L09	V64A	O14	V64A	I16	V64A	P21	V64B	N02	V64B	G12	V64B	G16	V64B	E22	RL	1
CDIQ0445	N22	CDIV0448	G11	361.1209	V64A	D06	V64A	N06	V64A	C16	V64A	O17	V64B	G02	V64B	D05	V64B	F09	V64B	M11	V64B	C20	RN	1
CDIQ0445	P22	CDIV0448	H11	454.2151	V64A	F04	V64A	C08	V64A	J13	V64A	G19	V64A	J22	V64B	F04	V64B	H11	V64B	F13	V64B	E21	RP	1
CDIQ0485	A03	CDIV0485	A02	382.1641	V64A	C05	V64A	J05	V64A	N11	V64A	H20	V64A	P22	V64B	L03	V64B	C12	V64B	H15	V64B	M17	RA	1
CDIQ0485	C03	CDIV0485	B02	419.1594	V64A	D06	V64A	F10	V64A	H11	V64A	M20	V64A	I24	V64B	C05	V64B	E09	V64B	D16	V64B	C21	RC	1
CDIQ0485	E03	CDIV0485	C02	380.1040	V64A	J01	V64A	L10	V64A	A13	V64A	B17	V64A	H21	V64B	G03	V64B	C08	V64B	N12	V64B	B21	RE	1
CDIQ0485	G03	CDIV0485	D02	347.1382	V64A	G04	V64A	G08	V64A	I14	V64A	N17	V64A	A22	V64B	P01	V64B	F08	V64B	P12	V64B	I18	RG	1
CDIQ0485	I03	CDIV0485	E02	312.1586	V64A	C05	V64A	K09	V64A	J14	V64A	N15	V64A	A23	V64B	M02	V64B	I09	V64B	M11	V64B	I18	RI	1
CDIQ0485	K03	CDIV0485	F02	394.1197	V64A	D04	V64A	K10	V64A	G11	V64A	O16	V64B	A02	V64B	E05	V64B	C10	V64B	P11	V64B	E18	RK	1
CDIQ0485	M03	CDIV0485	G02	352.1899	V64A	C02	V64A	A10	V64A	H16	V64A	O16	V64B	H02	V64B	P06	V64B	J09	V64B	E16	V64B	A21	RM	1
CDIQ0485	O03	CDIV0485	H02	369.2165	V64A	M02	V64A	J07	V64A	B16	V64A	K15	V64B	E01	V64B	O01	V64B	G11	V64B	I15	V64B	C18	RO	1
CDIQ0485	B03	CDIV0487	A02	410.1067	V64A	B05	V64A	H08	V64A	G13	V64A	O20	V64A	C24	V64B	C06	V64B	I08	V64B	J11	V64B	E17	RB	1
CDIQ0485	D03	CDIV0487	B02	387.0696	V64A	F01	V64A	A07	V64A	E16	V64A	P20	V64A	E23	V64B	O04	V64B	C10	V64B	H14	V64B	J19	RD	1
CDIQ0485	F03	CDIV0487	C02	341.0489	V64A	H01	V64A	A10	V64A	H15	V64A	E18	V64A	K22	V64B	J04	V64B	B10	V64B	I16	V64B	N20	RF	1
CDIQ0485	H03	CDIV0487	D02	403.0645	V64A	G03	V64A	K09	V64A	O13	V64A	L16	V64A	P22	V64B	G05	V64B	K07	V64B	B13	V64B	A18	RH	1
CDIQ0485	J03	CDIV0487	E02	456.1274	V64A	K01	V64A	B10	V64A	H15	V64A	L17	V64A	L21	V64B	C03	V64B	J09	V64B	H15	V64B	O19	RJ	1
CDIQ0485	L03	CDIV0487	F02	355.0645	V64A	B01	V64A	K06	V64A	E11	V64A	O18	V64A	N22	V64B	A04	V64B	L10	V64B	J15	V64B	O18	RL	1
CDIQ0485	N03	CDIV0487	G02	396.0911	V64A	E01	V64A	B09	V64A	D11	V64A	O19	V64A	M24	V64B	K05	V64B	D07	V64B	L12	V64B	I18	RN	1
CDIQ0485	P03	CDIV0487	H02	477.1013	V64A	C06	V64A	P09	V64A	E13	V64A	H17	V64A	H22	V64B	H04	V64B	C08	V64B	J15	V64B	K18	RP	1
CDIQ0485	A04	CDIV0486	A02	273.1551	V64A	G05	V64A	K06	V64A	D13	V64A	J18	V64B	C02	V64B	N04	V64B	E11	V64B	M13	V64B	I18	RA	1
CDIQ0485	C04	CDIV0486	B02	287.1456	V64A	D01	V64A	O05	V64A	K13	V64A	M19	V64B	D02	V64B	H05	V64B	H08	V64B	G15	V64B	J17	RC	1
CDIQ0485	E04	CDIV0486	C02	267.1293	V64A	A03	V64A	I08	V64A	E14	V64A	O17	V64A	G22	V64B	B06	V64B	K10	V64B	J13	V64B	B18	RE	1
CDIQ0485	G04	CDIV0486	D02	237.1551	V64A	C01	V64A	E09	V64A	H12	V64A	O19	V64A	N23	V64B	P06	V64B	I10	V64B	H16	V64B	B19	RG	1
CDIQ0485	I04	CDIV0486	E02	344.1558	V64A	I02	V64A	M05	V64A	C16	V64A	O20	V64A	B24	V64B	P05	V64B	P09	V64B	K12	V64B	P18	RI	1
CDIQ0485	K04	CDIV0486	F02	304.1245	V64A	C05	V64A	M07	V64A	G13	V64A	K17	V64B	B02	V64B	I01	V64B	A12	V64B	P12	V64B	P20	RK	1
CDIQ0485	M04	CDIV0486	G02	238.1504	V64A	O03	V64A	D10	V64A	A11	V64A	N16	V64B	D02	V64B	F06	V64B	D08	V64B	O16	V64B	C18	RM	1
CDIQ0485	O04	CDIV0486	H02	390.1977	V64A	G05	V64A	H10	V64A	F11	V64A	K20	V64A	J24	V64B	I01	V64B	P07	V64B	M16	V64B	L18	RO	1
CDIQ0485	B04	CDIV0488	A02	445.1115	V64A	C04	V64A	L09	V64A	I12	V64A	N19	V64B	C01	V64B	D04	V64B	P08	V64B	C16	V64B	M17	RB	1
CDIQ0485	D04	CDIV0488	B02	438.1016	V64A	L04	V64A	C09	V64A	E13	V64A	P17	V64A	N24	V64B	P04	V64B	F12	V64B	H15	V64B	D21	RD	1
CDIQ0485	F04	CDIV0488	C02	448.1587	V64A	D05	V64A	B07	V64A	M13	V64A	C20	V64A	A21	V64B	L02	V64B	G12	V64B	J15	V64B	B17	RF	1
CDIQ0485	H04	CDIV0488	D02	460.0860	V64A	F03	V64A	I10	V64A	F12	V64A	L19	V64A	F22	V64B	P01	V64B	J09	V64B	M12	V64B	F20	RH	1
CDIQ0485	J04	CDIV0488	E02	387.0696	V64A	G02	V64A	D07	V64A	K13	V64A	L18	V64A	O21	V64B	F06	V64B	B08	V64B	I15	V64B	H18	RJ	1
CDIQ0485	L04	CDIV0488	F02	339.0696	V64A	O01	V64A	G09	V64A	B16	V64A	L20	V64B	B02	V64B	P06	V64B	F09	V64B	B16	V64B	C22	RL	1
CDIQ0485	N04	CDIV0488	G02	353.0852	V64A	M01	V64A	H09	V64A	O11	V64A	G20	V64A	M21	V64B	A03	V64B	B11	V64B	J11	V64B	N20	RN	1
CDIQ0485	P04	CDIV0488	H02	447.0730	V64A	B03	V64A	O08	V64A	B16	V64A	A19	V64A	D24	V64B	L04	V64B	C07	V64B	J12	V64B	E20	RP	1
CDIQ0485	A05	CDIV0485	A03	327.1695	V64A	I01	V64A	I05	V64A	J12	V64A	B18	V64A	L24	V64B	N02	V64B	M08	V64B	I13	V64B	I17	RA	1
CDIQ0485	C05	CDIV0485	B03	376.1535	V64A	G04	V64A	N05	V64A	H12	V64A	C17	V64B	A02	V64B	N05	V64B	L08	V64B	E15	V64B	M20	RC	1
CDIQ0485	E05	CDIV0485	C03	390.1328	V64A	H01	V64A	H08	V64A	P11	V64A	K19	V64A	I24	V64B	K06	V64B	K08	V64B	J11	V64B	L20	RE	1
CDIQ0485	G05	CDIV0485	D03	298.1430	V64A	H05	V64A	H10	V64A	F14	V64A	K15	V64A	N21	V64B	K02	V64B	B07	V64B	M14	V64B	O17	RG	1
CDIQ0485	I05	CDIV0485	E03	360.1586	V64A	H04	V64A	K07	V64A	E11	V64A	P19	V64A	J24	V64B	B03	V64B	E08	V64B	N11	V64B	G18	RI	1
CDIQ0485	K05	CDIV0485	F03	360.1586	V64A	L04	V64A	P05	V64A	J11	V64A	I17	V64A	E23	V64B	B05	V64B	H09	V64B	P11	V64B	P18	RK	1
CDIQ0485	M05	CDIV0485	G03	381.1801	V64A	B06	V64A	B10	V64A	F11	V64A	N19	V64A	I22	V64B	F04	V64B	E11	V64B	C13	V64B	L19	RM	1
CDIQ0485	O05	CDIV0485	H03	314.1379	V64A	D05	V64A	J07	V64A	K14	V64A	D19	V64A	D23	V64B	G05	V64B	B10	V64B	E13	V64B	G17	RO	1
CDIQ0485	B05	CDIV0487	A03	433.0573	V64A	O02	V64A	M06	V64A	B15	V64A	H20	V64B	A01	V64B	P04	V64B	F07	V64B	P15	V64B	A21	RB	1
CDIQ0485	D05	CDIV0487	B03	433.0751	V64A	H01	V64A	G07	V64A	C16	V64A	G18	V64A	P24	V64B	O03	V64B	E12	V64B	A13	V64B	A20	RD	1
CDIQ0485	F05	CDIV0487	C03	445.0347	V64A	M03	V64A	G09	V64A	O12	V64A	D18	V64A	O23	V64B	C04	V64B	C12	V64B	F15	V64B	A20	RF	1
CDIQ0485	H05	CDIV0487	D03	369.0034	V64A	C05	V64A	N10	V64A	I14	V64A	L15	V64A	P22	V64B	F04	V64B	O08	V64B	O11	V64B	G20	RH	1
CDIQ0485	J05	CDIV0487	E03	488.0769	V64A	G04	V64A	C10	V64A	J12	V64A	C19	V64B	C01	V64B	I06	V64B	L09	V64B	N12	V64B	P17	RJ	1
CDIQ0485	L05	CDIV0487	F03	481.1035	V64A	J04	V64A	D08	V64A	G11	V64A	P18	V64A	G24	V64B	J02	V64B	F11	V64B	M16	V64B	G21	RL	1
CDIQ0485	N05	CDIV0487	G03	453.0722	V64A	J01	V64A	I06	V64A	E12	V64A	L16	V64A	O22	V64B	L06	V64B	I08	V64B	M13	V64B	C19	RN	1
CDIQ0485	P05	CDIV0487	H03	475.0453	V64A	A03	V64A	C08	V64A	A16	V64A	I17	V64A	O23	V64B	M06	V64B	E08	V64B	M15	V64B	G21	RP	1
CDIQ0485	A06	CDIV0486	A03	231.1082	V64A	P03	V64A	M10	V64A	B14	V64A	N15	V64A	N24	V64B	A04	V64B	G09	V64B	J14	V64B	B20	RA	1
CDIQ0485	C06	CDIV0486	B03	278.1817	V64A	O04	V64A	L08	V64A	A16	V64A	C18	V64A	I22	V64B	J05	V64B	M09	V64B	O11	V64B	H17	RC	1
CDIQ0485	E06	CDIV0486	C03	243.1082	V64A	A06	V64A	N09	V64A	I14	V64A	J16	V64B	B01	V64B	J06	V64B	A07	V64B	P16	V64B	M19	RE	1
CDIQ0485	G06	CDIV0486	D03	286.1504	V64A	O02	V64A	O06	V64A	C15	V64A	I17	V64A	P22	V64B	K04	V64B	B12	V64B	H16	V64B	P17	RG	1
CDIQ0485	I06	CDIV0486	E03	330.1402	V64A	P01	V64A	B07	V64A	J14	V64A	B19	V64A	N24	V64B	F04	V64B	G11	V64B	K11	V64B	L19	RI	1
CDIQ0485	K06	CDIV0486	F03	290.1089	V64A	F02	V64A	G09	V64A	E15	V64A	I17	V64A	P21	V64B	H04	V64B	B07	V64B	C15	V64B	E19	RK	1
CDIQ0485	M06	CDIV0486	G03	376.1821	V64A	G06	V64A	B07	V64A	E12	V64A	N15	V64B	H02	V64B	B03	V64B	J08	V64B	N12	V64B	A17	RM	1
CDIQ0485	O06	CDIV0486	H03	259.1395	V64A	K01	V64A	C07	V64A	E15	V64A	L19	V64B	C02	V64B	F04	V64B	I07	V64B	K15	V64B	L20	RO	1
CDIQ0485	B06	CDIV0488	A03	379.1009	V64A	I01	V64A	P07	V64A	M14	V64A	H19	V64A	H21	V64B	B06	V64B	H08	V64B	G15	V64B	G17	RB	1
CDIQ0485	D06	CDIV0488	B03	456.1274	V64A	E01	V64A	M08	V64A	K14	V64A	P17	V64A	N23	V64B	B06	V64B	C09	V64B	B14	V64B	C22	RD	1
CDIQ0485	F06	CDIV0488	C03	470.1431	V64A	L04	V64A	N07	V64A	B11	V64A	H19	V64A	I24	V64B	L03	V64B	L08	V64B	E14	V64B	L18	RF	1
CDIQ0485	H06	CDIV0488	D03	405.1165	V64A	K04	V64A	C10	V64A	C11	V64A	B19	V64A	D21	V64B	K04	V64B	P09	V64B	K14	V64B	C21	RH	1
CDIQ0485	J06	CDIV0488	E03	239.0980	V64A	B04	V64A	L09	V64A	B16	V64A	O20	V64A	H22	V64B	O02	V64B	K09	V64B	A16	V64B	A18	RJ	1
CDIQ0485	L06	CDIV0488	F03	295.0434	V64A	J03	V64A	L05	V64A	D13	V64A	C19	V64A	A24	V64B	J05	V64B	K07	V64B	I11	V64B	O17	RL	1
CDIQ0485	N06	CDIV0488	G03	358.1715	V64A	G03	V64A	K09	V64A	C15	V64A	F19	V64A	G24	V64B	M05	V64B	A08	V64B	F14	V64B	P20	RN	1
CDIQ0485	P06	CDIV0488	H03	275.0980	V64A	M03	V64A	J09	V64A	O14	V64A	O15	V64A	L22	V64B	M05	V64B	D12	V64B	B14	V64B	O20	RP	1
CDIQ0485	A07	CDIV0485	A04	374.1743	V64A	J04	V64A	C09	V64A	A15	V64A	I17	V64A	K21	V64B	J03	V64B	D09	V64B	L15	V64B	N19	RA	1
CDIQ0485	C07	CDIV0485	B04	367.2008	V64A	B05	V64A	J07	V64A	O11	V64A	J20	V64B	C01	V64B	L03	V64B	M08	V64B	H15	V64B	N19	RC	1
CDIQ0485	E07	CDIV0485	C04	364.1899	V64A	G06	V64A	I10	V64A	D15	V64A	I15	V64A	M21	V64B	G05	V64B	P09	V64B	I15	V64B	B17	RE	1
CDIQ0485	G07	CDIV0485	D04	388.1899	V64A	F01	V64A	J05	V64A	B12	V64A	P20	V64A	K22	V64B	I01	V64B	G10	V64B	C16	V64B	L19	RG	1
CDIQ0485	I07	CDIV0485	E04	328.1535	V64A	M02	V64A	F07	V64A	L11	V64A	P17	V64B	B01	V64B	E05	V64B	N10	V64B	B13	V64B	O17	RI	1
CDIQ0485	K07	CDIV0485	F04	356.1848	V64A	D02	V64A	A07	V64A	F13	V64A	O18	V64B	D01	V64B	M01	V64B	H11	V64B	K11	V64B	A20	RK	1
CDIQ0485	M07	CDIV0485	G04	369.1801	V64A	P04	V64A	A10	V64A	D13	V64A	E19	V64B	G02	V64B	A04	V64B	D11	V64B	D13	V64B	M17	RM	1
CDIQ0485	O07	CDIV0485	H04	411.0331	V64A	F06	V64A	H10	V64A	I13	V64A	G19	V64A	C24	V64B	J04	V64B	D11	V64B	P12	V64B	E18	RO	1
CDIQ0485	B07	CDIV0487	A04	431.0958	V64A	G05	V64A	B07	V64A	O14	V64A	F17	V64A	O23	V64B	P01	V64B	G12	V64B	H14	V64B	F18	RB	1
CDIQ0485	D07	CDIV0487	B04	417.0802	V64A	C04	V64A	F08	V64A	A11	V64A	G17	V64A	L22	V64B	D05	V64B	G12	V64B	P13	V64B	F22	RD	1
CDIQ0485	F07	CDIV0487	C04	305.1086	V64A	M02	V64A	K06	V64A	E12	V64A	H20	V64A	P22	V64B	K03	V64B	A07	V64B	A16	V64B	E19	RF	1
CDIQ0485	H07	CDIV0487	D04	373.0806	V64A	P01	V64A	K09	V64A	A11	V64A	M16	V64B	A01	V64B	N05	V64B	O07	V64B	L15	V64B	H20	RH	1
CDIQ0485	J07	CDIV0487	E04	430.1926	V64A	P01	V64A	O08	V64A	C11	V64A	E19	V64A	D21	V64B	O03	V64B	L07	V64B	H16	V64B	N17	RJ	1
